"period","value","region","indID","source","dsID","is_number"
2012,227821,"SRB","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,227495,"SRB","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,560161,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,345670,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,331097,"SSD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,2016500,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,6520800,"SYR","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,112686,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,178918,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,166718,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,170531,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,131000,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,124000,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,90000,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,19791,"TCD","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,3000,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"TGO","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,155231,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,62625,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,15860,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"TLS","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,1586174,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,1235992,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,853000,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,446300,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,125598,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,29776,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"UGA","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,77000,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,1e+05,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,250000,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,220994,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,347295,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,385320,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,306614,"YEM","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,267500,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,263600,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,261826,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"YUG","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,54278,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,57926,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,60139,"ZWE","CHD.O.PRO.06.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,753344,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,82067,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,27391,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,17044,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,10443,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,8012,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,6453,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,7225,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,3366,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,75453,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,18830,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,21830,"AFG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,13272,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"AGO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,42000,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"BDI","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,59347,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,80172,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,70775,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,40303,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,17948,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,5164,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,4184,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,4516,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,715,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,299,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,277,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,365,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,9551,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,18949,"BIH","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,5000,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,66545,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,35433,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"CAF","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,149,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,180,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,25092,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,166816,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,22625,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,466808,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,96010,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,21000,"CIV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,490000,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,1e+06,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,78859,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,460754,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,822688,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,304596,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,595200,"COD","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,1008,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"COG","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,284,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,377,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,406,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,398,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,13,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,102800,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,5273,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"GEO","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,15494,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,10732,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,6302,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,4403,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,5026,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,2736,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,829,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,1102,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,376,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,212,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,160,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,67,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"HRV","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,196000,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,150000,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,36000,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,195890,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,167740,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,294770,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,193610,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,218800,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,63270,"IRQ","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"KEN","CHD.O.PRO.07.T6","http://popstats.unhcr.org","unhcr-popstats",1
