"dsID","indID","region","period","value","is_number","source","indicator_name","units","last_updated","last_scraped","source_name"
"acled","PVX040","EGY","1997","97",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SLE","2006","1",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ESP","2003","2",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MDG","2002","172",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LBY","2002","2",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MLI","2002","2",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NGA","2002","330",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZAF","2008","137",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NER","2000","18",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZWE","2000","583",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MOZ","2000","16",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BEN","2013","15",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MRT","2008","35",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","AGO","2011","34",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","CIV","2003","378",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZAF","1997","72",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZAF","2003","67",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NAM","2002","14",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","DJI","2001","2",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GHA","2011","22",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BFA","2008","14",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","AGO","2000","881",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZAF","1999","95",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","RWA","2007","39",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ETH","2002","600",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","EGY","2002","63",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GHA","2002","9",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","DJI","2002","3",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MLI","2003","7",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LBR","2007","17",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MWI","2003","23",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BEN","2001","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","EGY","2011","504",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SLE","2008","32",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BWA","2001","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LSO","2003","9",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GNQ","2009","14",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","DJI","1998","5",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","EGY","2009","97",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GHA","2009","26",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MRT","1998","1",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GIN","2006","17",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MWI","2011","65",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LBR","2001","460",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NGA","2006","255",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MLI","2006","21",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NAM","1998","4",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","CIV","2006","54",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GIN","1998","54",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","CIV","1998","23",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GMB","2011","1",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SDN","2008","486",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LSO","2010","4",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","DZA","2011","410",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZWE","2010","291",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BEN","2003","3",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZWE","2002","1440",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BEN","1998","5",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LBR","1997","36",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MAR","1997","16",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZWE","2013","173",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZWE","1998","139",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MLI","2001","9",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GAB","2001","5",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BFA","1997","8",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","RWA","2010","102",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GIN","2010","42",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MRT","2005","18",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MAR","2010","21",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NGA","2000","206",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MDG","2005","18",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","KEN","2008","749",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SEN","2010","52",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SWZ","2000","11",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZMB","2000","35",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MDG","2010","33",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LSO","2005","2",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SLE","2002","5",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","COG","2010","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LSO","2008","1",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BDI","2013","20",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GAB","2010","7",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MWI","2002","22",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MOZ","2002","5",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","COG","2000","16",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","CIV","2008","49",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BFA","2004","7",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SSD","2000","259",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GMB","2010","5",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","TUN","2000","4",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LBR","2002","420",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LBY","2008","3",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GNB","2008","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LBR","2008","28",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GHA","2010","22",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MWI","2008","8",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SSD","2008","128",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ETH","2010","462",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SWZ","1997","9",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","EGY","2010","232",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","TCD","2013","7",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","RWA","2000","38",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BWA","2004","11",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NER","2002","118",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BWA","2011","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SDN","2003","140",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MDG","2008","3",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MAR","2002","15",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GHA","2000","20",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","UGA","2000","553",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","TUN","1997","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","TZA","2003","11",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","EGY","2000","85",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GNB","2005","17",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SOM","2002","263",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SDN","2000","211",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BEN","2004","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MLI","2010","37",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NAM","2000","135",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","KEN","2000","276",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","DZA","2013","514",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NGA","2008","489",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","CMR","2010","25",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","TGO","2003","7",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZAF","2001","76",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SSD","2001","242",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","CAF","1999","22",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BWA","2009","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","CAF","2007","222",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BEN","2009","3",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SLE","2013","14",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","BWA","1999","1",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NGA","2012","1819",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","LBY","2012","441",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZWE","2008","1462",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","GNB","2010","5",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","DZA","1998","111",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SOM","2010","2850",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","UGA","2002","1176",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","NER","1997","65",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","ZAF","2007","154",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","EGY","2013","3599",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","SOM","2007","1872",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","MAR","2012","117",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","DJI","2005","4",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
"acled","PVX040","TGO","2004","6",0,"http://www.acleddata.com/data/types-and-groups/","Incidence of Conflict","incidents per year","","2014-06-15T19:03:08.535497","ACLED (Armed conflict location and event dataset)"
